#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
2	IPR011545	DNA/RNA helicase, DEAD/DEAH box type, N-terminal	HMMPfam	PF00270	DEAD	1	917,	1072,	2.4e-15
8831	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	623,	646,	NA
8831	IPR014030	Beta-ketoacyl synthase, N-terminal	ScanRegExp	PS00606	B_KETOACYL_SYNTHASE	1	169,	185,	NA
8831	IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase	superfamily	SSF52151	FabD/lysophospholipase-like	1	493,	794,	1.2e-58
8831	IPR016039	Thiolase-like	superfamily	SSF53901	Thiolase-like	2	5,223,	261,399,	9.9e-67,6.8e-61
8831	IPR016036	Malonyl-CoA ACP transacylase, ACP-binding	superfamily	SSF55048	Probable ACP-binding domain of malonyl-CoA ACP transacylase	1	626,	692,	3.2e-15
8832	IPR001128	Cytochrome P450	FPrintScan	PR00385	P450	4	346,405,498,507,	363,416,507,518,	7.4e-08,7.4e-08,7.4e-08,7.4e-08
8832	IPR002401	Cytochrome P450, E-class, group I	FPrintScan	PR00463	EP450I	6	201,335,355,453,497,507,	219,352,381,477,507,530,	2e-15,2e-15,2e-15,2e-15,2e-15,2e-15
8832	IPR001128	Cytochrome P450	HMMPfam	PF00067	p450	1	234,	557,	4.8e-36
8832	IPR001128	Cytochrome P450	ScanRegExp	PS00086	CYTOCHROME_P450	1	500,	509,	NA
8832	IPR001128	Cytochrome P450	superfamily	SSF48264	Cytochrome P450	1	70,	568,	1.7e-63
8834	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	105,	442,	1.9e-31
8834	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	1,	477,	11.080
8834	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	11,	477,	2.3e-62
8835	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	20,	41,	7.7e-07
8835	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	266,	352,	1.1e-05
8835	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	9,	41,	4.8e-06
8836	IPR006094	FAD linked oxidase, N-terminal	HMMPfam	PF01565	FAD_binding_4	1	45,	181,	5.4e-27
8836	IPR012951	Berberine/berberine-like	HMMPfam	PF08031	BBE	1	422,	468,	9e-10
8836	IPR016166	FAD-binding, type 2	superfamily	SSF56176	FAD-binding domain	1	16,	212,	1.5e-44
8837	IPR002110	Ankyrin	FPrintScan	PR01415	ANKYRIN	2	442,454,	454,466,	0.021,0.021
8837	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	9	445,474,515,544,577,610,643,676,705,	473,506,539,572,605,638,671,704,737,	5.7e-07,2.7e-05,0.051,0.0015,0.0011,2.7e-05,0.0012,3e-05,0.00049
8837	IPR002110	Ankyrin	HMMSmart	SM00248	no description	9	441,474,507,540,573,606,639,672,705,	470,503,536,569,602,635,668,701,734,	0.002,0.1,47,4.3,14,0.33,1.3,0.65,0.71
8837	IPR002110	Ankyrin	ProfileScan	PS50088	ANK_REPEAT	7	441,474,573,609,639,675,705,	473,506,605,638,671,704,737,	11.167,10.392,9.511,10.366,8.576,10.205,9.618
8837	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	1	401,	737,	73.855
8837	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	1	370,	760,	1.6e-72
8838	IPR011021	Arrestin-like, N-terminal	HMMPfam	PF00339	Arrestin_N	1	17,	168,	6.1e-06
8838	IPR014756	Immunoglobulin E-set	superfamily	SSF81296	E set domains	2	40,263,	168,363,	1.8e-08,0.0017
8839	IPR001958	Tetracycline resistance protein, TetA	FPrintScan	PR01035	TCRTETA	2	66,178,	82,200,	1.5e-05,1.5e-05
8839	IPR001411	Tetracycline resistance protein, TetB	FPrintScan	PR01036	TCRTETB	4	56,147,177,447,	80,167,201,466,	2.3e-08,2.3e-08,2.3e-08,2.3e-08
8839	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	57,	465,	7.4e-47
8839	IPR004638	Drug resistance transporter EmrB/QacA subfamily	HMMTigr	TIGR00711	efflux_EmrB: drug resistance MFS transpor	1	51,	539,	3.2e-30
8839	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	53,	493,	34.262
8839	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	41,	558,	3.1e-63
8842	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar_tr	1	259,	300,	6.3e-06
8842	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	194,	472,	2.5e-11
8843	IPR002198	Short-chain dehydrogenase/reductase SDR	FPrintScan	PR00080	SDRFAMILY	3	89,144,164,	100,152,183,	1e-08,1e-08,1e-08
8843	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	6	16,89,138,164,185,222,	33,100,154,183,202,242,	2.6e-38,2.6e-38,2.6e-38,2.6e-38,2.6e-38,2.6e-38
8843	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	15,	183,	2e-28
8843	IPR002198	Short-chain dehydrogenase/reductase SDR	ScanRegExp	PS00061	ADH_SHORT	1	151,	179,	NA
8843	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	13,	258,	8.8e-79
8844	IPR002198	Short-chain dehydrogenase/reductase SDR	FPrintScan	PR00080	SDRFAMILY	3	103,156,176,	114,164,195,	2e-05,2e-05,2e-05
8844	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	6	18,103,150,176,196,251,	35,114,166,195,213,271,	5.4e-22,5.4e-22,5.4e-22,5.4e-22,5.4e-22,5.4e-22
8844	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	17,	195,	3.3e-20
8844	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	15,	287,	5.1e-54
8845	IPR007269	Isoprenylcysteine carboxyl methyltransferase	HMMPfam	PF04140	ICMT	1	53,	100,	1e-07
8846	IPR006025	Peptidase M, neutral zinc metallopeptidases, zinc-binding site	ScanRegExp	PS00142	ZINC_PROTEASE	1	189,	198,	NA
8849	IPR002403	Cytochrome P450, E-class, group IV	FPrintScan	PR00465	EP450IV	4	366,401,448,464,	382,415,464,482,	1.2e-07,1.2e-07,1.2e-07,1.2e-07
8849	IPR001128	Cytochrome P450	HMMPfam	PF00067	p450	1	65,	516,	6e-10
8849	IPR001128	Cytochrome P450	superfamily	SSF48264	Cytochrome P450	1	54,	519,	5.9e-53
8850	IPR004046	Glutathione S-transferase, C-terminal	HMMPfam	PF00043	GST_C	1	79,	203,	3.3e-12
8850	IPR004045	Glutathione S-transferase, N-terminal	HMMPfam	PF02798	GST_N	1	3,	78,	1.3e-15
8850	IPR010987	Glutathione S-transferase, C-terminal-like	superfamily	SSF47616	Glutathione S-transferase (GST), C-terminal domain	1	75,	223,	1.7e-33
8850	IPR012336	Thioredoxin-like fold	superfamily	SSF52833	Thioredoxin-like	1	4,	86,	1.4e-20
8851	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	47,	459,	6.6e-33
8851	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	43,	543,	20.884
8851	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	18,	535,	2.2e-50
8852	IPR002403	Cytochrome P450, E-class, group IV	FPrintScan	PR00465	EP450IV	3	295,385,401,	311,401,419,	1.4e-07,1.4e-07,1.4e-07
8852	IPR001128	Cytochrome P450	HMMPfam	PF00067	p450	1	298,	359,	1.2e-08
8852	IPR001128	Cytochrome P450	superfamily	SSF48264	Cytochrome P450	1	36,	455,	3.2e-45
8853	IPR008930	Terpenoid cylases/protein prenyltransferase alpha-alpha toroid	superfamily	SSF48239	Terpenoid cyclases/Protein prenyltransferases	2	40,457,	392,520,	1.4e-11,0.00028
8855	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	4,	44,	0.001
8855	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	2,	49,	2.2e-05
8856	IPR002198	Short-chain dehydrogenase/reductase SDR	FPrintScan	PR00080	SDRFAMILY	3	134,187,207,	145,195,226,	9.9e-09,9.9e-09,9.9e-09
8856	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	5	76,134,181,207,232,	93,145,197,226,249,	4.7e-20,4.7e-20,4.7e-20,4.7e-20,4.7e-20
8856	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	115,	226,	1.8e-13
8856	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	73,	301,	1.4e-46
8857	IPR001327	Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region	BlastProDom	PD000139	Q9LLN1_ORYSA_Q9LLN1;	1	151,	211,	0.009
8857	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	FPrintScan	PR00368	FADPNR	3	7,134,177,	29,143,202,	4.4e-07,4.4e-07,4.4e-07
8857	IPR002937	Amine oxidase	HMMPfam	PF01593	Amino_oxidase	1	15,	78,	1.1e-05
8858	IPR003439	ABC transporter-like	BlastProDom	PD000006	Q96W59_MYCGR_Q96W59;	2	271,952,	312,995,	9e-12,9e-14
8858	IPR003439	ABC transporter-like	HMMPfam	PF00005	ABC_tran	2	148,840,	347,1029,	1.1e-19,1.8e-16
8858	IPR013525	ABC-2 type transporter	HMMPfam	PF01061	ABC2_membrane	2	461,1126,	671,1340,	5.2e-61,1.6e-54
8858	IPR010929	CDR ABC transporter	HMMPfam	PF06422	PDR_CDR	1	682,	829,	7.1e-52
8858	IPR003593	AAA+ ATPase, core	HMMSmart	SM00382	no description	2	147,839,	348,1039,	0.17,7.5e-10
8858	IPR003439	ABC transporter-like	ProfileScan	PS50893	ABC_TRANSPORTER_2	2	119,811,	371,1054,	12.559,13.966
8858	IPR003439	ABC transporter-like	ScanRegExp	PS00211	ABC_TRANSPORTER_1	1	270,	284,	NA
8865	IPR002129	Pyridoxal phosphate-dependent decarboxylase	ScanRegExp	PS00392	DDC_GAD_HDC_YDC	1	175,	196,	NA
8866	IPR013107	Acyl-CoA dehydrogenase, type 2, C-terminal	HMMPfam	PF08028	Acyl-CoA_dh_2	1	203,	346,	1.2e-19
8866	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	superfamily	SSF47203	Acyl-CoA dehydrogenase C-terminal domain-like	1	189,	359,	1.3e-14
8866	IPR009100	Acyl-CoA dehydrogenase/oxidase, middle and N-terminal	superfamily	SSF56645	Acyl-CoA dehydrogenase NM domain-like	1	21,	178,	2.2e-22
8869	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	52,	476,	4.9e-20
8869	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	50,	501,	16.163
8869	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	36,	561,	1.9e-33
8870	IPR002935	O-methyltransferase, family 3	HMMPfam	PF01596	Methyltransf_3	1	59,	245,	0.00078
8871	IPR002938	Monooxygenase, FAD-binding	HMMPfam	PF01494	FAD_binding_3	1	3,	70,	8.9e-05
8872	IPR002198	Short-chain dehydrogenase/reductase SDR	FPrintScan	PR00080	SDRFAMILY	3	82,135,161,	93,143,180,	1.1e-05,1.1e-05,1.1e-05
8872	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	5	3,82,129,161,182,	20,93,145,180,199,	5.3e-19,5.3e-19,5.3e-19,5.3e-19,5.3e-19
8872	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	2,	142,	2.2e-08
8872	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	1,	232,	1.2e-42
8873	IPR003663	Sugar transporter	FPrintScan	PR00171	SUGRTRNSPORT	5	41,131,320,414,437,	51,150,330,435,449,	5.2e-23,5.2e-23,5.2e-23,5.2e-23,5.2e-23
8873	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar_tr	1	33,	512,	1.3e-112
8873	IPR003663	Sugar transporter	HMMTigr	TIGR00879	SP: MFS transporter, sugar porter (SP) famil	1	3,	508,	1.7e-88
8873	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	33,	501,	40.472
8873	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00216	SUGAR_TRANSPORT_1	1	365,	382,	NA
8873	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00217	SUGAR_TRANSPORT_2	1	136,	161,	8e-5
8873	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	1,	509,	1.9e-64
8874	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	23,	404,	8.1e-29
8874	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	19,	460,	11.569
8874	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	1,	438,	4e-62
8875	IPR002523	Mg2+ transporter protein, CorA-like	HMMPfam	PF01544	CorA	1	71,	379,	3.1e-23
8877	IPR014030	Beta-ketoacyl synthase, N-terminal	HMMPfam	PF00109	ketoacyl-synt	1	361,	599,	1.9e-72
8877	IPR006163	Phosphopantetheine-binding	HMMPfam	PF00550	PP-binding	1	1631,	1697,	1.3e-12
8877	IPR014043	Acyl transferase	HMMPfam	PF00698	Acyl_transf_1	1	915,	1140,	5e-16
8877	IPR014031	Beta-ketoacyl synthase, C-terminal	HMMPfam	PF02801	Ketoacyl-synt_C	1	607,	724,	2.1e-37
8877	IPR013120	Male sterility, NAD-binding	HMMPfam	PF07993	NAD_binding_4	1	1818,	2062,	4.5e-28
8877	IPR006163	Phosphopantetheine-binding	ProfileScan	PS50075	ACP_DOMAIN	1	1629,	1698,	16.397
8877	IPR006162	Phosphopantetheine attachment site	ScanRegExp	PS00012	PHOSPHOPANTETHEINE	1	1656,	1671,	8e-5
8877	IPR014030	Beta-ketoacyl synthase, N-terminal	ScanRegExp	PS00606	B_KETOACYL_SYNTHASE	1	512,	528,	8e-5
8877	IPR009081	Acyl carrier protein-like	superfamily	SSF47336	ACP-like	1	1622,	1719,	2e-17
8877	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	1813,	2142,	4.4e-27
8877	IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase	superfamily	SSF52151	FabD/lysophospholipase-like	1	872,	1183,	1.3e-44
8877	IPR016039	Thiolase-like	superfamily	SSF53901	Thiolase-like	2	360,566,	604,778,	3.5e-63,7.9e-63
8877	IPR016036	Malonyl-CoA ACP transacylase, ACP-binding	superfamily	SSF55048	Probable ACP-binding domain of malonyl-CoA ACP transacylase	1	1000,	1073,	7.4e-10
8878	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	HMMPfam	PF00732	GMC_oxred_N	1	41,	371,	1.7e-47
8878	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	HMMPfam	PF05199	GMC_oxred_C	1	459,	603,	2.1e-49
8878	IPR012132	Glucose-methanol-choline oxidoreductase	HMMPIR	PIRSF000137	Alcohol oxidase	1	1,	612,	5e-140
8878	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	ScanRegExp	PS00624	GMC_OXRED_2	1	316,	330,	8e-5
8879	IPR000537	UbiA prenyltransferase	HMMPfam	PF01040	UbiA	1	35,	307,	2.9e-11
8880	IPR003042	Aromatic-ring hydroxylase	FPrintScan	PR00420	RNGMNOXGNASE	4	81,227,374,389,	103,242,389,405,	3.8e-18,3.8e-18,3.8e-18,3.8e-18
8880	IPR006076	FAD dependent oxidoreductase	HMMPfam	PF01266	DAO	1	81,	112,	1.4e-08
8881	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	4	22,100,193,216,	39,111,212,233,	1.5e-07,1.5e-07,1.5e-07,1.5e-07
8881	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	17,	281,	1.5e-35
8882	IPR001128	Cytochrome P450	FPrintScan	PR00385	P450	4	308,362,441,450,	325,373,450,461,	2.2e-08,2.2e-08,2.2e-08,2.2e-08
8882	IPR002403	Cytochrome P450, E-class, group IV	FPrintScan	PR00465	EP450IV	4	357,409,434,450,	373,427,450,468,	2.5e-12,2.5e-12,2.5e-12,2.5e-12
8882	IPR001128	Cytochrome P450	HMMPfam	PF00067	p450	1	258,	476,	1.4e-36
8882	IPR001128	Cytochrome P450	ScanRegExp	PS00086	CYTOCHROME_P450	1	443,	452,	NA
8882	IPR001128	Cytochrome P450	superfamily	SSF48264	Cytochrome P450	1	33,	501,	2e-86
8884	IPR015913	Phosphofructokinase-core	BlastProDom	PD000707	K6P1_ASPOR_Q9HGZ1;	2	156,528,	215,590,	9e-29,5e-22
8884	IPR000023	Phosphofructokinase	FPrintScan	PR00476	PHFRCTKINASE	9	19,44,108,158,176,196,214,254,288,	38,57,124,175,194,212,231,266,310,	8.3e-84,8.3e-84,8.3e-84,8.3e-84,8.3e-84,8.3e-84,8.3e-84,8.3e-84,8.3e-84
8884	IPR000023	Phosphofructokinase	HMMPfam	PF00365	PFK	2	15,405,	326,703,	7.5e-183,5.8e-21
8884	IPR009161	6-phosphofructokinase, eukaryotic type	HMMPIR	PIRSF000533	ATP-dependent phosphofructokinase, eukaryotic type	1	1,	776,	0
8884	IPR009161	6-phosphofructokinase, eukaryotic type	HMMTigr	TIGR02478	6PF1K_euk: 6-phosphofructokinase	1	15,	772,	0
8884	IPR015912	Phosphofructokinase, conserved site	ScanRegExp	PS00433	PHOSPHOFRUCTOKINASE	2	292,669,	310,687,	8e-5,8e-5
8884	IPR000023	Phosphofructokinase	superfamily	SSF53784	Phosphofructokinase	2	11,403,	389,742,	3.2e-118,4e-96
8885	IPR009453	IMP-specific 5-nucleotidase	HMMPfam	PF06437	ISN1	1	1,	460,	4.2e-130
8885	IPR009453	IMP-specific 5-nucleotidase	HMMPIR	PIRSF028836	IMP-specific 5'-nucleotidase 1	1	1,	471,	7.8e-278
8886	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	66,	444,	8.8e-31
8886	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	62,	477,	15.036
8886	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	12,	485,	3.2e-72
8887	IPR003663	Sugar transporter	FPrintScan	PR00171	SUGRTRNSPORT	4	39,132,406,429,	49,151,427,441,	2e-09,2e-09,2e-09,2e-09
8887	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar_tr	1	35,	510,	1e-68
8887	IPR003663	Sugar transporter	HMMTigr	TIGR00879	SP: MFS transporter, sugar porter (SP) famil	1	1,	506,	2.5e-49
8887	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	31,	499,	22.543
8887	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00216	SUGAR_TRANSPORT_1	1	349,	365,	8e-5
8887	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00217	SUGAR_TRANSPORT_2	1	137,	162,	8e-5
8887	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	1,	507,	3.1e-45
8890	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	16,	53,	2.4e-08
8890	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	262,	353,	7.8e-08
8890	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	12,	55,	2.8e-07
8890	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	17,	46,	10.304
8890	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	17,	44,	8e-5
8890	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	5,	58,	1.2e-11
8893	IPR001789	Signal transduction response regulator, receiver region	BlastProDom	PD000039	Q6SLA0_GIBMO_Q6SLA0;	1	796,	913,	3e-24
8893	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	FPrintScan	PR00344	BCTRLSENSOR	4	526,545,558,582,	540,555,576,595,	5.8e-12,5.8e-12,5.8e-12,5.8e-12
8893	IPR001789	Signal transduction response regulator, receiver region	HMMPfam	PF00072	Response_reg	1	795,	914,	5.8e-25
8893	IPR003661	Signal transduction histidine kinase, subgroup 1, dimerisation and phosphoacceptor region	HMMPfam	PF00512	HisKA	1	333,	398,	1.4e-16
8893	IPR003594	ATP-binding region, ATPase-like	HMMPfam	PF02518	HATPase_c	1	482,	597,	3.4e-25
8893	IPR003594	ATP-binding region, ATPase-like	HMMSmart	SM00387	no description	1	482,	598,	5.3e-21
8893	IPR003661	Signal transduction histidine kinase, subgroup 1, dimerisation and phosphoacceptor region	HMMSmart	SM00388	no description	1	333,	398,	8.4e-15
8893	IPR001789	Signal transduction response regulator, receiver region	HMMSmart	SM00448	no description	1	795,	913,	1.9e-29
8893	IPR005467	Signal transduction histidine kinase, core	ProfileScan	PS50109	HIS_KIN	1	340,	598,	30.251
8893	IPR001789	Signal transduction response regulator, receiver region	ProfileScan	PS50110	RESPONSE_REGULATORY	1	796,	916,	27.747
8893	IPR009082	Signal transduction histidine kinase, homodimeric	superfamily	SSF47384	Homodimeric domain of signal transducing histidine kinase	1	323,	394,	1.8e-14
8893	IPR011006	CheY-like	superfamily	SSF52172	CheY-like	1	792,	913,	3.9e-32
8893	IPR003594	ATP-binding region, ATPase-like	superfamily	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	1	468,	602,	1.4e-29
8894	IPR013525	ABC-2 type transporter	HMMPfam	PF01061	ABC2_membrane	1	2,	182,	6.8e-35
8895	IPR000254	Cellulose-binding region, fungal	BlastProDom	PD001821	Q9URP5_PHACH_Q9URP5;	1	373,	400,	0.0004
8895	IPR000254	Cellulose-binding region, fungal	HMMPfam	PF00734	CBM_1	1	368,	396,	6.9e-11
8895	IPR005103	Glycoside hydrolase, family 61	HMMPfam	PF03443	Glyco_hydro_61	1	4,	236,	1.5e-74
8895	IPR000254	Cellulose-binding region, fungal	HMMSmart	SM00236	no description	1	367,	400,	3e-13
8895	IPR000254	Cellulose-binding region, fungal	ProfileScan	PS51164	CBM1_2	1	364,	400,	11.480
8895	IPR000254	Cellulose-binding region, fungal	ScanRegExp	PS00562	CBM1_1	1	372,	399,	8e-5
8895	IPR000254	Cellulose-binding region, fungal	superfamily	SSF57180	Cellulose-binding domain	1	365,	400,	6.7e-11
8898	IPR002828	Survival protein SurE-like phosphatase/nucleotidase	BlastProDom	PD005378	Q6CHJ3_EEEEE_Q6CHJ3;	1	35,	214,	1e-17
8898	IPR002828	Survival protein SurE-like phosphatase/nucleotidase	HMMPfam	PF01975	SurE	1	20,	229,	1.3e-09
8898	IPR002828	Survival protein SurE-like phosphatase/nucleotidase	superfamily	SSF64167	SurE-like	1	20,	281,	1.6e-44
8899	IPR008701	Necrosis inducing	HMMPfam	PF05630	NPP1	1	5,	248,	6.3e-94
8901	IPR003663	Sugar transporter	FPrintScan	PR00171	SUGRTRNSPORT	4	242,408,496,519,	261,418,517,531,	5.1e-14,5.1e-14,5.1e-14,5.1e-14
8901	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar_tr	1	148,	595,	2.7e-93
8901	IPR003663	Sugar transporter	HMMTigr	TIGR00879	SP: MFS transporter, sugar porter (SP) famil	1	88,	591,	1e-77
8901	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	147,	584,	26.414
8901	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00217	SUGAR_TRANSPORT_2	1	247,	272,	8e-5
8901	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	132,	592,	1.2e-58
8903	IPR010989	t-SNARE	superfamily	SSF47661	t-snare proteins	1	79,	146,	0.0027
8904	IPR007274	Ctr copper transporter	HMMPfam	PF04145	Ctr	1	28,	166,	2e-23
8905	IPR013130	Ferric reductase-like transmembrane component, N-terminal	HMMPfam	PF01794	Ferric_reduct	1	195,	318,	6e-39
8905	IPR013112	FAD-binding 8	HMMPfam	PF08022	FAD_binding_8	1	397,	466,	1.9e-07
8905	IPR013121	Ferric reductase, NAD binding	HMMPfam	PF08030	NAD_binding_6	1	478,	532,	7.1e-08
8906	IPR013057	Amino acid transporter, transmembrane	HMMPfam	PF01490	Aa_trans	1	56,	318,	1.1e-18
8907	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	HMMPfam	PF00732	GMC_oxred_N	1	7,	321,	2.3e-51
8907	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	HMMPfam	PF05199	GMC_oxred_C	1	414,	558,	4.4e-18
8907	IPR012132	Glucose-methanol-choline oxidoreductase	HMMPIR	PIRSF000137	Alcohol oxidase	1	1,	570,	8.4e-219
8907	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	ScanRegExp	PS00623	GMC_OXRED_1	1	85,	108,	NA
8907	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	ScanRegExp	PS00624	GMC_OXRED_2	1	267,	281,	8e-5
8908	IPR015590	Aldehyde dehydrogenase	HMMPfam	PF00171	Aldedh	1	16,	474,	6.4e-157
8908	IPR016160	Aldehyde dehydrogenase, conserved site	ScanRegExp	PS00687	ALDEHYDE_DEHYDR_GLU	1	244,	251,	NA
8908	IPR016161	Aldehyde/histidinol dehydrogenase	superfamily	SSF53720	ALDH-like	1	5,	477,	2.3e-144
8909	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar_tr	1	53,	510,	4.4e-64
8909	IPR003663	Sugar transporter	HMMTigr	TIGR00879	SP: MFS transporter, sugar porter (SP) famil	1	1,	506,	3e-64
8909	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	53,	499,	18.928
8909	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	17,	513,	3.2e-46
8911	IPR001810	Cyclin-like F-box	HMMPfam	PF00646	F-box	1	13,	60,	0.0049
8912	IPR006101	Glycoside hydrolase, family 2	FPrintScan	PR00132	GLHYDRLASE2	5	140,333,364,461,535,	155,347,382,476,550,	1.9e-32,1.9e-32,1.9e-32,1.9e-32,1.9e-32
8912	IPR006102	Glycoside hydrolase family 2, immunoglobulin-like beta-sandwich	HMMPfam	PF00703	Glyco_hydro_2	1	216,	322,	3.1e-20
8912	IPR006103	Glycoside hydrolase family 2, TIM barrel	HMMPfam	PF02836	Glyco_hydro_2_C	1	324,	630,	7.3e-137
8912	IPR006104	Glycoside hydrolase family 2, carbohydrate-binding	HMMPfam	PF02837	Glyco_hydro_2_N	1	29,	213,	2.5e-76
8912	IPR004199	Glycoside hydrolase, family 42, domain 5	HMMPfam	PF02929	Bgal_small_N	1	757,	1039,	1.9e-68
8912	IPR006101	Glycoside hydrolase, family 2	ScanRegExp	PS00608	GLYCOSYL_HYDROL_F2_2	1	461,	475,	8e-5
