#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
10007	9827	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
10008	9828	KOG1515	Arylacetamide deacetylase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
10011	9831	KOG1336	Monodehydroascorbate/ferredoxin reductase	General function prediction only 	POORLY CHARACTERIZED
10014	9834	KOG2764	Putative transcriptional regulator DJ-1	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
10014	9834	KOG2764	Putative transcriptional regulator DJ-1	General function prediction only 	POORLY CHARACTERIZED
10015	9835	KOG1235	Predicted unusual protein kinase	General function prediction only 	POORLY CHARACTERIZED
10017	9837	KOG0159	Cytochrome P450 CYP11/CYP12/CYP24/CYP27 subfamilies	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
10018	9838	KOG3010	Methyltransferase	General function prediction only 	POORLY CHARACTERIZED
10024	9844	KOG1399	Flavin-containing monooxygenase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
10025	9845	KOG1575	Voltage-gated shaker-like K+ channel, subunit beta/KCNAB	Energy production and conversion 	METABOLISM
10027	9847	KOG1287	Amino acid transporters	Amino acid transport and metabolism 	METABOLISM
10030	9850	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
10031	9851	KOG1840	Kinesin light chain	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
10034	9854	KOG1840	Kinesin light chain	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
10036	9856	KOG1238	Glucose dehydrogenase/choline dehydrogenase/mandelonitrile lyase (GMC oxidoreductase family)	General function prediction only 	POORLY CHARACTERIZED
10041	9861	KOG0523	Transketolase	Carbohydrate transport and metabolism 	METABOLISM
10042	9862	KOG0024	Sorbitol dehydrogenase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
10043	9863	KOG0047	Catalase	Inorganic ion transport and metabolism 	METABOLISM
10047	9867	KOG1286	Amino acid transporters	Amino acid transport and metabolism 	METABOLISM
10048	9868	KOG0017	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations	General function prediction only 	POORLY CHARACTERIZED
10050	9870	KOG0525	Branched chain alpha-keto acid dehydrogenase E1, beta subunit	Energy production and conversion 	METABOLISM
10051	9871	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
10052	9872	KOG1200	Mitochondrial/plastidial beta-ketoacyl-ACP reductase	Lipid transport and metabolism 	METABOLISM
10053	9873	KOG4177	Ankyrin	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
10054	9874	KOG1082	Histone H3 (Lys9) methyltransferase SUV39H1/Clr4, required for transcriptional silencing	Transcription 	INFORMATION STORAGE AND PROCESSING
10054	9874	KOG1082	Histone H3 (Lys9) methyltransferase SUV39H1/Clr4, required for transcriptional silencing	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
10059	9879	KOG0516	Dystonin, GAS (Growth-arrest-specific protein), and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
10060	9880	KOG3178	Hydroxyindole-O-methyltransferase and related SAM-dependent methyltransferases	General function prediction only 	POORLY CHARACTERIZED
10062	9882	KOG0907	Thioredoxin	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10063	9883	KOG0833	Cytidine deaminase	Nucleotide transport and metabolism 	METABOLISM
10070	9890	KOG0017	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations	General function prediction only 	POORLY CHARACTERIZED
10071	9891	KOG3696	Aspartyl beta-hydroxylase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10072	9892	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
10073	9893	KOG0017	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations	General function prediction only 	POORLY CHARACTERIZED
10074	9894	KOG0017	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations	General function prediction only 	POORLY CHARACTERIZED
10075	9895	KOG2330	Splicing factor 3b, subunit 2	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
10077	9897	KOG2952	Cell cycle control protein	Transcription 	INFORMATION STORAGE AND PROCESSING
10077	9897	KOG2952	Cell cycle control protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
10077	9897	KOG2952	Cell cycle control protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10079	9899	KOG1189	Global transcriptional regulator, cell division control protein	Amino acid transport and metabolism 	METABOLISM
10080	9900	KOG0752	Mitochondrial solute carrier protein	Energy production and conversion 	METABOLISM
10081	9901	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
10082	9902	KOG3359	Dolichyl-phosphate-mannose:protein O-mannosyl transferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10083	9903	KOG0098	GTPase Rab2, small G protein superfamily	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
10084	9904	KOG1362	Choline transporter-like protein	Lipid transport and metabolism 	METABOLISM
10085	9905	KOG1869	Splicing coactivator SRm160/300, subunit SRm300	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
10086	9906	KOG1577	Aldo/keto reductase family proteins	General function prediction only 	POORLY CHARACTERIZED
10087	9907	KOG2542	Uncharacterized conserved protein (YdiU family)	Function unknown 	POORLY CHARACTERIZED
10088	9908	KOG4400	E3 ubiquitin ligase interacting with arginine methyltransferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10090	9910	KOG1003	Actin filament-coating protein tropomyosin	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
10091	9911	KOG4546	Peroxisomal biogenesis protein (peroxin 16)	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
10092	9912	KOG2299	Ribonuclease HI	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
10093	9913	KOG1911	Heterochromatin-associated protein HP1 and related CHROMO domain proteins	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
10094	9914	KOG3206	Alpha-tubulin folding cofactor B	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10096	9916	KOG0048	Transcription factor, Myb superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
10097	9917	KOG1331	Predicted methyltransferase	General function prediction only 	POORLY CHARACTERIZED
10099	9919	KOG1556	26S proteasome regulatory complex, subunit RPN8/PSMD7	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10100	9920	KOG3078	Adenylate kinase	Nucleotide transport and metabolism 	METABOLISM
10101	9921	KOG2741	Dimeric dihydrodiol dehydrogenase	Carbohydrate transport and metabolism 	METABOLISM
10101	9921	KOG2741	Dimeric dihydrodiol dehydrogenase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
10102	9922	KOG2071	mRNA cleavage and polyadenylation factor I/II complex, subunit Pcf11	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
10104	9924	KOG4568	Cytoskeleton-associated protein and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
10104	9924	KOG4568	Cytoskeleton-associated protein and related proteins	General function prediction only 	POORLY CHARACTERIZED
10105	9925	KOG3385	V-SNARE	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
10106	9926	KOG1815	Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10107	9927	KOG0101	Molecular chaperones HSP70/HSC70, HSP70 superfamily	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10109	9929	KOG1518	Coproporphyrinogen III oxidase CPO/HEM13	Coenzyme transport and metabolism 	METABOLISM
10110	9930	KOG1654	Microtubule-associated anchor protein involved in autophagy and membrane trafficking	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
10111	9931	KOG0750	Mitochondrial solute carrier protein	Energy production and conversion 	METABOLISM
10112	9932	KOG1808	AAA ATPase containing von Willebrand factor type A (vWA) domain	General function prediction only 	POORLY CHARACTERIZED
10113	9933	KOG0399	Glutamate synthase	Amino acid transport and metabolism 	METABOLISM
10117	9937	KOG0684	Cytochrome P450	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
10118	9938	KOG2448	Dihydroxy-acid dehydratase	Amino acid transport and metabolism 	METABOLISM
10119	9939	KOG1274	WD40 repeat protein	General function prediction only 	POORLY CHARACTERIZED
10121	9941	KOG2615	Permease of the major facilitator superfamily	General function prediction only 	POORLY CHARACTERIZED
10123	9943	KOG2567	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
10125	9945	KOG3069	Peroxisomal NUDIX hydrolase	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
10126	9946	KOG1161	Protein involved in vacuolar polyphosphate accumulation, contains SPX domain	Inorganic ion transport and metabolism 	METABOLISM
10128	9948	KOG0234	Fructose-6-phosphate 2-kinase/fructose-2,6-biphosphatase	Carbohydrate transport and metabolism 	METABOLISM
10130	9950	KOG0538	Glycolate oxidase	Energy production and conversion 	METABOLISM
10131	9951	KOG0507	CASK-interacting adaptor protein (caskin) and related proteins with ankyrin repeats and SAM domain	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10132	9952	KOG3177	Oligoketide cyclase/lipid transport protein	Lipid transport and metabolism 	METABOLISM
10133	9953	KOG0876	Manganese superoxide dismutase	Inorganic ion transport and metabolism 	METABOLISM
10134	9954	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10134	9954	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Carbohydrate transport and metabolism 	METABOLISM
10135	9955	KOG2459	GPI transamidase complex, GPI17/PIG-S component, involved in glycosylphosphatidylinositol anchor biosynthesis	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
10135	9955	KOG2459	GPI transamidase complex, GPI17/PIG-S component, involved in glycosylphosphatidylinositol anchor biosynthesis	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10136	9956	KOG2216	Conserved coiled/coiled coil protein	Function unknown 	POORLY CHARACTERIZED
10137	9957	KOG0748	Predicted membrane proteins, contain hemolysin III domain	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10137	9957	KOG0748	Predicted membrane proteins, contain hemolysin III domain	General function prediction only 	POORLY CHARACTERIZED
10140	9960	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
10141	9961	KOG2771	Subunit of tRNA-specific adenosine-34 deaminase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
10142	9962	KOG1674	Cyclin	General function prediction only 	POORLY CHARACTERIZED
10143	9963	KOG1293	Proteins containing armadillo/beta-catenin-like repeat	General function prediction only 	POORLY CHARACTERIZED
10144	9964	KOG3021	Predicted kinase	General function prediction only 	POORLY CHARACTERIZED
10145	9965	KOG0834	CDK9 kinase-activating protein cyclin T	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
10146	9966	KOG3847	Phospholipase A2 (platelet-activating factor acetylhydrolase in humans)	Lipid transport and metabolism 	METABOLISM
10149	9969	KOG0225	Pyruvate dehydrogenase E1, alpha subunit	Energy production and conversion 	METABOLISM
10150	9970	KOG2060	Rab3 effector RIM1 and related proteins, contain PDZ and C2 domains	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
10151	9971	KOG1144	Translation initiation factor 5B (eIF-5B)	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
10153	9973	KOG1440	CDP-diacylglycerol synthase	Lipid transport and metabolism 	METABOLISM
10155	9975	KOG4177	Ankyrin	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
10156	9976	KOG1170	Diacylglycerol kinase	Lipid transport and metabolism 	METABOLISM
10160	9980	KOG3085	Predicted hydrolase (HAD superfamily)	General function prediction only 	POORLY CHARACTERIZED
10161	9981	KOG2976	Protein involved in autophagy and nutrient starvation	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10164	9984	KOG4178	Soluble epoxide hydrolase	Lipid transport and metabolism 	METABOLISM
10166	9986	KOG2444	WD40 repeat protein	General function prediction only 	POORLY CHARACTERIZED
10167	9987	KOG3857	Alcohol dehydrogenase, class IV	Energy production and conversion 	METABOLISM
10168	9988	KOG2648	Diphthamide biosynthesis protein	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
10170	9990	KOG2265	Nuclear distribution protein NUDC	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10173	9993	KOG4178	Soluble epoxide hydrolase	Lipid transport and metabolism 	METABOLISM
10175	9995	KOG1435	Sterol reductase/lamin B receptor	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10175	9995	KOG1435	Sterol reductase/lamin B receptor	Lipid transport and metabolism 	METABOLISM
10176	9996	KOG2164	Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10177	9997	KOG1871	Ubiquitin-specific protease	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10178	9998	KOG4505	Na+/H+ antiporter	Inorganic ion transport and metabolism 	METABOLISM
10179	9999	KOG3752	Ribonuclease H	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
10181	10001	KOG1060	Vesicle coat complex AP-3, beta subunit	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
10183	10003	KOG1179	Very long-chain acyl-CoA synthetase/fatty acid transporter	Lipid transport and metabolism 	METABOLISM
10184	10004	KOG0257	Kynurenine aminotransferase, glutamine transaminase K	Amino acid transport and metabolism 	METABOLISM
10185	10005	KOG0061	Transporter, ABC superfamily (Breast cancer resistance protein)	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
10186	10006	KOG2729	ER vesicle integral membrane protein involved in establishing cell polarity, signaling and protein degradation	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10186	10006	KOG2729	ER vesicle integral membrane protein involved in establishing cell polarity, signaling and protein degradation	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
10186	10006	KOG2729	ER vesicle integral membrane protein involved in establishing cell polarity, signaling and protein degradation	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10187	10007	KOG0282	mRNA splicing factor	Function unknown 	POORLY CHARACTERIZED
10188	10008	KOG0044	Ca2+ sensor (EF-Hand superfamily)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10189	10009	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
10190	10010	KOG2738	Putative methionine aminopeptidase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10191	10011	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
10191	10011	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
10196	10016	KOG2510	SWI-SNF chromatin-remodeling complex protein	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
10197	10017	KOG4475	FOG: Immunoglobin and related proteins	Inorganic ion transport and metabolism 	METABOLISM
10197	10017	KOG4475	FOG: Immunoglobin and related proteins	General function prediction only 	POORLY CHARACTERIZED
10198	10018	KOG0785	Isocitrate dehydrogenase, alpha subunit	Amino acid transport and metabolism 	METABOLISM
10200	10020	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
10201	10021	KOG1703	Adaptor protein Enigma and related PDZ-LIM proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10201	10021	KOG1703	Adaptor protein Enigma and related PDZ-LIM proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
10203	10023	KOG2323	Pyruvate kinase	Carbohydrate transport and metabolism 	METABOLISM
10204	10024	KOG0230	Phosphatidylinositol-4-phosphate 5-kinase and related FYVE finger-containing proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10205	10025	KOG1869	Splicing coactivator SRm160/300, subunit SRm300	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
10208	10028	KOG0974	WD-repeat protein WDR6, WD repeat superfamily	General function prediction only 	POORLY CHARACTERIZED
10209	10029	KOG2520	5'-3' exonuclease	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
10211	10031	KOG3119	Basic region leucine zipper transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
10213	10033	KOG1216	von Willebrand factor and related coagulation proteins	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
10213	10033	KOG1216	von Willebrand factor and related coagulation proteins	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
10214	10034	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
10215	10035	KOG1728	40S ribosomal protein S11	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
10217	10037	KOG0251	Clathrin assembly protein AP180 and related proteins, contain ENTH domain	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10217	10037	KOG0251	Clathrin assembly protein AP180 and related proteins, contain ENTH domain	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
10218	10038	KOG2510	SWI-SNF chromatin-remodeling complex protein	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
10221	10041	KOG0017	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations	General function prediction only 	POORLY CHARACTERIZED
10222	10042	KOG0134	NADH:flavin oxidoreductase/12-oxophytodienoate reductase	Energy production and conversion 	METABOLISM
10222	10042	KOG0134	NADH:flavin oxidoreductase/12-oxophytodienoate reductase	General function prediction only 	POORLY CHARACTERIZED
10223	10043	KOG4475	FOG: Immunoglobin and related proteins	Inorganic ion transport and metabolism 	METABOLISM
10223	10043	KOG4475	FOG: Immunoglobin and related proteins	General function prediction only 	POORLY CHARACTERIZED
10227	10047	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
10228	10048	KOG3857	Alcohol dehydrogenase, class IV	Energy production and conversion 	METABOLISM
10229	10049	KOG4283	Transcription-coupled repair protein CSA, contains WD40 domain	Transcription 	INFORMATION STORAGE AND PROCESSING
10229	10049	KOG4283	Transcription-coupled repair protein CSA, contains WD40 domain	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
10230	10050	KOG2766	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
10231	10051	KOG1840	Kinesin light chain	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
10236	10056	KOG0017	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations	General function prediction only 	POORLY CHARACTERIZED
10241	10061	KOG1057	Arp2/3 complex-interacting protein VIP1/Asp1, involved in regulation of actin cytoskeleton	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
10242	10062	KOG1783	Small nuclear ribonucleoprotein F	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
10244	10064	KOG1088	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
10245	10065	KOG1080	Histone H3 (Lys4) methyltransferase complex, subunit SET1 and related methyltransferases	Transcription 	INFORMATION STORAGE AND PROCESSING
10245	10065	KOG1080	Histone H3 (Lys4) methyltransferase complex, subunit SET1 and related methyltransferases	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
10246	10066	KOG1268	Glucosamine 6-phosphate synthetases, contain amidotransferase and phosphosugar isomerase domains	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
10247	10067	KOG3243	6,7-dimethyl-8-ribityllumazine synthase	Coenzyme transport and metabolism 	METABOLISM
10248	10068	KOG0184	20S proteasome, regulatory subunit alpha type PSMA3/PRE10	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10251	10071	KOG0784	Isocitrate dehydrogenase, gamma subunit	Amino acid transport and metabolism 	METABOLISM
10252	10072	KOG1541	Predicted protein carboxyl methylase	General function prediction only 	POORLY CHARACTERIZED
10253	10073	KOG4136	Predicted mitochondrial cholesterol transporter	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10253	10073	KOG4136	Predicted mitochondrial cholesterol transporter	Lipid transport and metabolism 	METABOLISM
10254	10074	KOG4269	Rac GTPase-activating protein BCR/ABR	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10256	10076	KOG3273	Predicted RNA-binding protein Pno1p interacting with Nob1p and involved in 26S proteasome assembly	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10257	10077	KOG0179	20S proteasome, regulatory subunit beta type PSMB1/PRE7	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10258	10078	KOG2959	Transcriptional regulator	Transcription 	INFORMATION STORAGE AND PROCESSING
10259	10079	KOG0185	20S proteasome, regulatory subunit beta type PSMB4/PRE4	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10260	10080	KOG1535	Predicted fumarylacetoacetate hydralase	General function prediction only 	POORLY CHARACTERIZED
10261	10081	KOG4620	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
10262	10082	KOG0710	Molecular chaperone (small heat-shock protein Hsp26/Hsp42)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10264	10084	KOG4741	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
10265	10085	KOG4206	Spliceosomal protein snRNP-U1A/U2B	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
10266	10086	KOG1523	Actin-related protein Arp2/3 complex, subunit ARPC1/p41-ARC	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
10267	10087	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
10268	10088	KOG2510	SWI-SNF chromatin-remodeling complex protein	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
10270	10090	KOG0915	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
10271	10091	KOG0298	DEAD box-containing helicase-like transcription factor/DNA repair protein	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
10273	10093	KOG3156	Uncharacterized membrane protein	Function unknown 	POORLY CHARACTERIZED
10274	10094	KOG3189	Phosphomannomutase	Lipid transport and metabolism 	METABOLISM
10275	10095	KOG0714	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10277	10097	KOG0724	Zuotin and related molecular chaperones (DnaJ superfamily), contains DNA-binding domains	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10278	10098	KOG3142	Prenylated rab acceptor 1	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
10282	10102	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Lipid transport and metabolism 	METABOLISM
10282	10102	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
10285	10105	KOG0663	Protein kinase PITSLRE and related kinases	General function prediction only 	POORLY CHARACTERIZED
10286	10106	KOG0255	Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
10287	10107	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10287	10107	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Carbohydrate transport and metabolism 	METABOLISM
10289	10109	KOG0367	Protein geranylgeranyltransferase Type I, beta subunit	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10290	10110	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10291	10111	KOG3105	DNA-binding centromere protein B (CENP-B)	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
10291	10111	KOG3105	DNA-binding centromere protein B (CENP-B)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
10292	10112	KOG1165	Casein kinase (serine/threonine/tyrosine protein kinase)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10295	10115	KOG1869	Splicing coactivator SRm160/300, subunit SRm300	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
10296	10116	KOG4249	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
10299	10119	KOG2134	Polynucleotide kinase 3' phosphatase	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
10301	10121	KOG2275	Aminoacylase ACY1 and related metalloexopeptidases	Amino acid transport and metabolism 	METABOLISM
10302	10122	KOG2431	1, 2-alpha-mannosidase	Carbohydrate transport and metabolism 	METABOLISM
10303	10123	KOG0651	26S proteasome regulatory complex, ATPase RPT4	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10304	10124	KOG2670	Enolase	Carbohydrate transport and metabolism 	METABOLISM
10305	10125	KOG4813	Translation initiation factor eIF3, p35 subunit	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
10306	10126	KOG0841	Multifunctional chaperone (14-3-3 family)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10307	10127	KOG0202	Ca2+ transporting ATPase	Inorganic ion transport and metabolism 	METABOLISM
10310	10130	KOG0393	Ras-related small GTPase, Rho type	General function prediction only 	POORLY CHARACTERIZED
10311	10131	KOG2622	Putative myrosinase precursor	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
10312	10132	KOG3082	Methionyl-tRNA formyltransferase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
10313	10133	KOG0725	Reductases with broad range of substrate specificities	General function prediction only 	POORLY CHARACTERIZED
10314	10134	KOG3339	Predicted glycosyltransferase	General function prediction only 	POORLY CHARACTERIZED
10315	10135	KOG4623	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
10316	10136	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
10318	10138	KOG3159	Lipoate-protein ligase A	Coenzyme transport and metabolism 	METABOLISM
10319	10139	KOG4492	Chorismate synthase	Amino acid transport and metabolism 	METABOLISM
10320	10140	KOG0494	Transcription factor CHX10 and related HOX domain proteins	General function prediction only 	POORLY CHARACTERIZED
10322	10142	KOG0585	Ca2+/calmodulin-dependent protein kinase kinase beta and related serine/threonine protein kinases	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10324	10144	KOG1721	FOG: Zn-finger	General function prediction only 	POORLY CHARACTERIZED
10325	10145	KOG1387	Glycosyltransferase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
10326	10146	KOG1239	Inner membrane protein translocase involved in respiratory chain assembly	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
