#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
8813	IPR009068	S15/NS1, RNA-binding	superfamily	SSF47060	S15/NS1 RNA-binding domain	1	607,	662,	0.0079
8814	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	4	296,303,316,328,	302,309,326,339,	0.059,0.059,0.059,0.059
8814	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	295,	338,	2e-10
8814	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	610,	674,	0.00012
8814	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	291,	339,	9.8e-11
8814	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	296,	330,	11.184
8814	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	296,	328,	NA
8814	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	284,	342,	2.5e-13
8815	IPR001083	Copper fist DNA-binding	BlastProDom	PD009050	Q7S6K5_NEUCR_Q7S6K5;	1	1,	60,	2e-32
8815	IPR001083	Copper fist DNA-binding	FPrintScan	PR00617	COPPERFIST	2	13,26,	25,38,	6.3e-06,6.3e-06
8815	IPR001083	Copper fist DNA-binding	HMMPfam	PF00649	Copper-fist	1	1,	39,	1.2e-24
8815	IPR001083	Copper fist DNA-binding	HMMSmart	SM00412	no description	1	1,	39,	9e-17
8815	IPR001083	Copper fist DNA-binding	ProfileScan	PS50073	COPPER_FIST_2	1	1,	39,	19.912
8815	IPR000577	Carbohydrate kinase, FGGY	ScanRegExp	PS00445	FGGY_KINASES_2	1	265,	285,	NA
8815	IPR001083	Copper fist DNA-binding	superfamily	SSF57879	Zinc domain conserved in yeast copper-regulated transcription factors	1	1,	41,	4.7e-17
8816	IPR013332	Ketopantoate reductase ApbA/PanE, N-terminal	HMMPfam	PF02558	ApbA	1	17,	174,	4.3e-35
8816	IPR013752	Ketopantoate reductase ApbA/PanE, C-terminal	HMMPfam	PF08546	ApbA_C	1	268,	402,	7.2e-34
8816	IPR003710	Ketopantoate reductase ApbA/PanE	HMMTigr	TIGR00745	apbA_panE: 2-dehydropantoate 2-reductase	1	16,	405,	2.4e-38
8816	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	superfamily	SSF48179	6-phosphogluconate dehydrogenase C-terminal domain-like	1	268,	404,	1e-23
8816	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	15,	281,	5.9e-19
8817	IPR001789	Signal transduction response regulator, receiver region	BlastProDom	PD000039	Q7S6K1_NEUCR_Q7S6K1;	1	1070,	1200,	1e-68
8817	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	FPrintScan	PR00344	BCTRLSENSOR	3	722,766,790,	736,784,803,	1.2e-09,1.2e-09,1.2e-09
8817	IPR001294	Phytochrome	FPrintScan	PR01033	PHYTOCHROME	4	215,304,483,517,	234,325,502,535,	3.1e-11,3.1e-11,3.1e-11,3.1e-11
8817	IPR001789	Signal transduction response regulator, receiver region	HMMPfam	PF00072	Response_reg	1	1068,	1200,	2.9e-25
8817	IPR013515	Phytochrome, central region	HMMPfam	PF00360	Phytochrome	1	483,	559,	6.5e-05
8817	IPR003661	Signal transduction histidine kinase, subgroup 1, dimerisation and phosphoacceptor region	HMMPfam	PF00512	HisKA	1	569,	634,	4.4e-16
8817	IPR003018	GAF	HMMPfam	PF01590	GAF	1	200,	368,	1.4e-12
8817	IPR003594	ATP-binding region, ATPase-like	HMMPfam	PF02518	HATPase_c	1	681,	805,	3.4e-27
8817	IPR003594	ATP-binding region, ATPase-like	HMMSmart	SM00387	no description	1	681,	806,	3.9e-21
8817	IPR003661	Signal transduction histidine kinase, subgroup 1, dimerisation and phosphoacceptor region	HMMSmart	SM00388	no description	1	569,	634,	3.2e-14
8817	IPR001789	Signal transduction response regulator, receiver region	HMMSmart	SM00448	no description	1	1068,	1199,	1.9e-24
8817	IPR016132	Phytochrome chromophore attachment domain	ProfileScan	PS50046	PHYTOCHROME_2	1	200,	362,	37.347
8817	IPR005467	Signal transduction histidine kinase, core	ProfileScan	PS50109	HIS_KIN	1	576,	806,	39.511
8817	IPR001789	Signal transduction response regulator, receiver region	ProfileScan	PS50110	RESPONSE_REGULATORY	1	1069,	1203,	26.843
8817	IPR000014	PAS	ProfileScan	PS50112	PAS	1	23,	77,	9.073
8817	IPR009082	Signal transduction histidine kinase, homodimeric	superfamily	SSF47384	Homodimeric domain of signal transducing histidine kinase	1	559,	630,	4.5e-14
8817	IPR011006	CheY-like	superfamily	SSF52172	CheY-like	1	1066,	1210,	6.1e-28
8817	IPR003594	ATP-binding region, ATPase-like	superfamily	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	1	623,	816,	2.2e-35
8818	IPR010730	Heterokaryon incompatibility	HMMPfam	PF06985	HET	1	223,	379,	1.2e-23
8819	IPR002067	Mitochondrial carrier protein	FPrintScan	PR00926	MITOCARRIER	5	26,74,124,168,213,	40,94,142,186,235,	4.5e-08,4.5e-08,4.5e-08,4.5e-08,4.5e-08
8819	IPR002113	Adenine nucleotide translocator 1	FPrintScan	PR00927	ADPTRNSLCASE	5	10,52,85,146,261,	22,73,97,167,276,	1.5e-16,1.5e-16,1.5e-16,1.5e-16,1.5e-16
8819	IPR001993	Mitochondrial substrate carrier	HMMPfam	PF00153	Mito_carr	3	9,110,205,	104,200,299,	1.7e-30,4.5e-24,4e-27
8819	IPR001993	Mitochondrial substrate carrier	ProfileScan	PS50920	SOLCAR	3	8,109,204,	99,195,294,	25.195,22.921,22.556
8819	IPR001993	Mitochondrial substrate carrier	superfamily	SSF103506	Mitochondrial carrier	1	5,	291,	1.4e-80
8820	IPR013069	BTB/POZ	HMMPfam	PF00651	BTB	1	878,	1007,	9.2e-05
8820	IPR000210	BTB/POZ-like	HMMSmart	SM00225	no description	1	885,	1007,	4.3e-09
8820	IPR002110	Ankyrin	HMMSmart	SM00248	no description	2	79,117,	112,146,	2.3e+02,0.61
8820	IPR000408	Regulator of chromosome condensation, RCC1	ProfileScan	PS50012	RCC1_3	2	310,363,	362,423,	12.956,9.137
8820	IPR000210	BTB/POZ-like	ProfileScan	PS50097	BTB	1	885,	957,	10.696
8820	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	1	72,	138,	9.330
8820	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	1	1,	172,	1.9e-11
8820	IPR009091	Regulator of chromosome condensation/beta-lactamase-inhibitor protein II	superfamily	SSF50985	RCC1/BLIP-II	1	221,	600,	6.1e-49
8820	IPR011333	BTB/POZ fold	superfamily	SSF54695	POZ domain	2	710,886,	857,1007,	0.01,8e-12
8822	IPR001452	Src homology-3	BlastProDom	PD000066	Q7S6J4_NEUCR_Q7S6J4;	1	243,	293,	5e-23
8822	IPR002014	VHS	BlastProDom	PD003686	Q7S6J4_NEUCR_Q7S6J4;	1	14,	143,	4e-69
8822	IPR001452	Src homology-3	FPrintScan	PR00452	SH3DOMAIN	4	241,255,272,283,	251,270,281,295,	7.5e-10,7.5e-10,7.5e-10,7.5e-10
8822	IPR000108	Neutrophil cytosol factor 2	FPrintScan	PR00499	P67PHOX	3	243,263,279,	263,279,292,	2.3e-07,2.3e-07,2.3e-07
8822	IPR013315	Spectrin alpha chain	FPrintScan	PR01887	SPECTRNALPHA	3	240,260,275,	259,274,296,	2.5e-07,2.5e-07,2.5e-07
8822	IPR001452	Src homology-3	HMMPfam	PF00018	SH3_1	1	241,	295,	2.6e-23
8822	IPR002014	VHS	HMMPfam	PF00790	VHS	1	4,	142,	6.5e-39
8822	IPR003903	Ubiquitin interacting motif	HMMPfam	PF02809	UIM	1	162,	179,	0.027
8822	IPR002014	VHS	HMMSmart	SM00288	no description	1	10,	142,	1e-37
8822	IPR001452	Src homology-3	HMMSmart	SM00326	no description	1	241,	296,	8.3e-21
8822	IPR001452	Src homology-3	ProfileScan	PS50002	SH3	1	238,	297,	17.527
8822	IPR002014	VHS	ProfileScan	PS50179	VHS	1	17,	146,	36.244
8822	IPR003903	Ubiquitin interacting motif	ProfileScan	PS50330	UIM	1	163,	182,	11.574
8822	IPR008942	ENTH/VHS	superfamily	SSF48464	ENTH/VHS domain	1	9,	146,	3.6e-48
8822	IPR001452	Src homology-3	superfamily	SSF50044	SH3-domain	1	227,	344,	2.4e-22
8823	IPR010730	Heterokaryon incompatibility	HMMPfam	PF06985	HET	1	86,	290,	3.7e-16
8827	IPR012808	Conserved hypothetical protein CHP02453	HMMTigr	TIGR02453	TIGR02453: conserved hypothetical protein T	1	152,	434,	8.1e-42
8828	IPR008775	Phytanoyl-CoA dioxygenase	HMMPfam	PF05721	PhyH	1	13,	241,	0.00052
8829	IPR006671	Cyclin, N-terminal	HMMPfam	PF00134	Cyclin_N	1	99,	186,	1.6e-13
8829	IPR012104	Cyclin, fungal Pcl/HCS26	HMMPIR	PIRSF016511	Cyclin, fungal Pcl/HCS26 type	1	2,	376,	1.4e-204
8829	IPR005479	Carbamoyl phosphate synthetase, large subunit, ATP-binding	ScanRegExp	PS00867	CPSASE_2	1	11,	18,	NA
8829	IPR011028	Cyclin-like	superfamily	SSF47954	Cyclin-like	1	85,	186,	5.4e-16
8830	IPR007087	Zinc finger, C2H2-type	HMMPfam	PF00096	zf-C2H2	2	34,62,	56,87,	0.0018,2.2e-06
8830	IPR015880	Zinc finger, C2H2-like	HMMSmart	SM00355	no description	2	34,62,	56,87,	0.067,0.0012
8830	IPR007087	Zinc finger, C2H2-type	ProfileScan	PS50157	ZINC_FINGER_C2H2_2	2	34,62,	61,92,	14.046,11.510
8830	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	2	36,64,	56,87,	NA,8e-5
8831	IPR011050	Pectin lyase fold/virulence factor	superfamily	SSF51126	Pectin lyase-like	2	17,369,	358,764,	1.9e-71,1.4e-71
8832	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q7RVB3_NEUCR_Q7RVB3;	1	4,	234,	2e-132
8832	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	4,	310,	2.4e-102
8832	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	4,	310,	1e-11
8832	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	4,	310,	7.1e-94
8832	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	4,	310,	47.410
8832	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	10,	34,	8e-5
8832	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	147,	159,	8e-5
8832	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	2,	317,	1.2e-88
8835	IPR004829	Cell surface antigen	BlastProDom	PD153432	Q6CAY0_EEEEE_Q6CAY0;	2	33,246,	124,325,	0.0002,0.002
8837	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding	HMMPfam	PF02826	2-Hacid_dh_C	1	126,	309,	1.8e-59
8837	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	117,	311,	8e-46
8838	IPR001447	N-acetyltransferase	BlastProDom	PD002783	Q7S5T7_NEUCR_Q7S5T7;	1	12,	143,	1e-73
8838	IPR004081	Arylamine N-acetyltransferase	FPrintScan	PR01543	ANATRNSFRASE	3	26,107,281,	49,132,294,	2.5e-07,2.5e-07,2.5e-07
8838	IPR001447	N-acetyltransferase	HMMPfam	PF00797	Acetyltransf_2	1	26,	293,	3.2e-36
8839	IPR011041	Soluble quinoprotein glucose dehydrogenase	superfamily	SSF50952	Soluble quinoprotein glucose dehydrogenase	1	26,	446,	7.9e-39
8844	IPR005135	Endonuclease/exonuclease/phosphatase	HMMPfam	PF03372	Exo_endo_phos	1	298,	607,	3.4e-20
8844	IPR005135	Endonuclease/exonuclease/phosphatase	superfamily	SSF56219	DNase I-like	1	298,	608,	3e-39
8845	IPR001114	Adenylosuccinate synthetase	BlastProDom	PD001188	Q7S604_NEUCR_Q7S604;	1	4,	68,	8e-33
8845	IPR001114	Adenylosuccinate synthetase	HMMPfam	PF00709	Adenylsucc_synt	1	2,	422,	3.9e-254
8845	IPR001114	Adenylosuccinate synthetase	HMMSmart	SM00788	no description	1	2,	422,	9.9e-249
8845	IPR001114	Adenylosuccinate synthetase	HMMTigr	TIGR00184	purA: adenylosuccinate synthetase	1	4,	427,	2.9e-166
8845	IPR001114	Adenylosuccinate synthetase	ScanRegExp	PS00513	ADENYLOSUCCIN_SYN_2	1	132,	143,	NA
8845	IPR001114	Adenylosuccinate synthetase	ScanRegExp	PS01266	ADENYLOSUCCIN_SYN_1	1	9,	16,	8e-5
8846	IPR015425	Actin-binding FH2	superfamily	SSF101447	Formin homology 2 domain (FH2 domain)	1	300,	424,	1.1e-05
8847	IPR011050	Pectin lyase fold/virulence factor	superfamily	SSF51126	Pectin lyase-like	2	144,516,	501,903,	4.4e-67,1.1e-64
8848	IPR007271	Nucleotide-sugar transporter	HMMPfam	PF04142	Nuc_sug_transp	1	92,	387,	2.8e-90
8848	IPR004689	UDP-galactose transporter	HMMTigr	TIGR00803	nst: UDP-galactose transporter	1	108,	394,	1.7e-59
8848	IPR002000	Lysosome-associated membrane glycoprotein (Lamp)/CD68	ScanRegExp	PS00310	LAMP_1	1	258,	272,	NA
8849	IPR011545	DNA/RNA helicase, DEAD/DEAH box type, N-terminal	HMMPfam	PF00270	DEAD	1	279,	449,	9.5e-38
8849	IPR001650	DNA/RNA helicase, C-terminal	HMMPfam	PF00271	Helicase_C	1	560,	644,	2.2e-11
8849	IPR004179	Sec63	HMMPfam	PF02889	Sec63	1	761,	1078,	1.6e-05
8849	IPR014001	DEAD-like helicase, N-terminal	HMMSmart	SM00487	no description	1	274,	469,	2.7e-26
8849	IPR001650	DNA/RNA helicase, C-terminal	HMMSmart	SM00490	no description	1	554,	644,	7.6e-16
8849	IPR014021	Helicase, superfamily 1 and 2, ATP-binding	ProfileScan	PS51192	HELICASE_ATP_BIND_1	1	287,	461,	21.870
8849	IPR001650	DNA/RNA helicase, C-terminal	ProfileScan	PS51194	HELICASE_CTER	1	501,	689,	12.735
8849	IPR008928	Six-hairpin glycosidase-like	superfamily	SSF48208	Six-hairpin glycosidases	1	80,	117,	0.0014
8850	IPR000683	Oxidoreductase, N-terminal	HMMPfam	PF01408	GFO_IDH_MocA	1	2,	149,	8.2e-14
8850	IPR004104	Oxidoreductase, C-terminal	HMMPfam	PF02894	GFO_IDH_MocA_C	1	159,	273,	0.0075
8850	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	2,	182,	1.2e-29
8851	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	150,	558,	2.6e-27
8851	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	146,	597,	9.357
8851	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	125,	584,	2.7e-53
8854	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	HMMPfam	PF00732	GMC_oxred_N	1	15,	340,	4.4e-59
8854	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	HMMPfam	PF05199	GMC_oxred_C	1	451,	598,	3.2e-36
8854	IPR012132	Glucose-methanol-choline oxidoreductase	HMMPIR	PIRSF000137	Alcohol oxidase	1	1,	610,	2e-149
8854	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	ScanRegExp	PS00624	GMC_OXRED_2	1	285,	299,	8e-5
8855	IPR004776	Auxin efflux carrier	HMMPfam	PF03547	Mem_trans	1	12,	417,	2.3e-08
8856	IPR003819	Taurine catabolism dioxygenase TauD/TfdA	HMMPfam	PF02668	TauD	1	61,	379,	1.3e-113
8857	IPR001148	Carbonic anhydrase, eukaryotic	BlastProDom	PD000865	Q7S607_NEUCR_Q7S607;	3	50,257,362,	174,340,400,	3e-68,3e-42,3e-15
8857	IPR001148	Carbonic anhydrase, eukaryotic	HMMPfam	PF00194	Carb_anhydrase	1	296,	313,	3.1e-06
8857	IPR001148	Carbonic anhydrase, eukaryotic	ProfileScan	PS51144	ALPHA_CA_2	1	41,	360,	32.989
8857	IPR001148	Carbonic anhydrase, eukaryotic	superfamily	SSF51069	Carbonic anhydrase	1	41,	349,	4.9e-47
8859	IPR009960	Fungal fruit body lectin	HMMPfam	PF07367	FB_lectin	1	1,	142,	5.7e-24
8860	IPR000357	HEAT	HMMPfam	PF02985	HEAT	4	156,380,474,913,	192,415,510,949,	1.4,3.2e-05,0.012,0.01
8860	IPR001494	Importin-beta, N-terminal	HMMPfam	PF03810	IBN_N	1	24,	91,	9.2e-08
8860	IPR000357	HEAT	ProfileScan	PS50077	HEAT_REPEAT	1	385,	423,	10.686
8860	IPR001494	Importin-beta, N-terminal	ProfileScan	PS50166	IMPORTIN_B_NT	1	24,	91,	10.617
8860	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	2	4,778,	888,1074,	3.7e-104,4.2e-32
8861	IPR007568	RTA1 like protein	HMMPfam	PF04479	RTA1	1	50,	281,	1.3e-52
8863	IPR011008	Dimeric alpha-beta barrel	superfamily	SSF54909	Dimeric alpha+beta barrel	1	140,	233,	0.0021
8865	IPR004882	LUC7 related	HMMPfam	PF03194	LUC7	1	2,	254,	4.8e-74
8866	IPR007245	Gpi16 subunit, GPI transamidase component	HMMPfam	PF04113	Gpi16	1	13,	610,	2.6e-168
8867	IPR003042	Aromatic-ring hydroxylase	FPrintScan	PR00420	RNGMNOXGNASE	4	2,216,369,384,	24,231,384,400,	2.1e-14,2.1e-14,2.1e-14,2.1e-14
8867	IPR002938	Monooxygenase, FAD-binding	HMMPfam	PF01494	FAD_binding_3	1	367,	390,	0.00036
8867	IPR008671	Lycopene beta and epsilon cyclase	HMMPfam	PF05834	Lycopene_cycl	1	2,	32,	4.8e-05
8868	IPR015803	Cysteinyl-tRNA synthetase, class Ia, N-terminal	FPrintScan	PR00983	TRNASYNTHCYS	4	75,112,370,401,	86,121,388,422,	3.7e-28,3.7e-28,3.7e-28,3.7e-28
8868	IPR015803	Cysteinyl-tRNA synthetase, class Ia, N-terminal	HMMPfam	PF01406	tRNA-synt_1e	1	64,	500,	4.3e-144
8868	IPR002308	Cysteinyl-tRNA synthetase, class Ia	HMMTigr	TIGR00435	cysS: cysteinyl-tRNA synthetase	1	51,	750,	4e-112
8868	IPR009080	Aminoacyl-tRNA synthetase, class 1a, anticodon-binding	superfamily	SSF47323	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	1	524,	613,	2e-11
8870	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	2	226,604,	249,627,	NA,NA
8872	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q7S622_NEUCR_Q7S622;	2	80,212,	139,309,	0.004,2e-51
8872	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	221,	308,	5.6e-19
8872	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	74,	394,	1.2e-05
8872	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	74,	395,	9.8e-12
8872	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	74,	397,	31.015
8872	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	237,	249,	NA
8872	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	53,	390,	5.3e-40
8875	IPR000637	HMG-I and HMG-Y, DNA-binding	FPrintScan	PR00929	ATHOOK	3	483,508,526,	493,519,536,	2.3e-05,2.3e-05,2.3e-05
8875	IPR000637	HMG-I and HMG-Y, DNA-binding	HMMPfam	PF02178	AT_hook	3	483,510,528,	495,522,540,	0.031,0.68,0.029
8875	IPR000637	HMG-I and HMG-Y, DNA-binding	HMMSmart	SM00384	no description	3	483,510,528,	495,522,540,	0.41,27,0.72
8876	IPR000608	Ubiquitin-conjugating enzyme, E2	BlastProDom	PD000461	Q874L6_KLUDE_Q874L6;	1	7,	148,	1e-37
8876	IPR000608	Ubiquitin-conjugating enzyme, E2	HMMPfam	PF00179	UQ_con	1	5,	146,	0.00015
8876	IPR000608	Ubiquitin-conjugating enzyme, E2	HMMSmart	SM00212	no description	1	10,	142,	6.6e-06
8876	IPR000608	Ubiquitin-conjugating enzyme, E2	ProfileScan	PS50127	UBIQUITIN_CONJUGAT_2	1	10,	147,	15.034
8876	IPR016135	Ubiquitin-conjugating enzyme/RWD-like	superfamily	SSF54495	UBC-like	1	3,	152,	7.6e-28
8877	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	2	8,837,	331,1254,	0.00028,2e-06
8878	IPR001972	Stomatin	FPrintScan	PR00721	STOMATIN	5	146,181,201,225,244,	167,198,224,243,265,	9e-25,9e-25,9e-25,9e-25,9e-25
8878	IPR001107	Band 7 protein	HMMPfam	PF01145	Band_7	1	92,	266,	2.5e-78
8878	IPR001107	Band 7 protein	HMMSmart	SM00244	no description	1	91,	249,	4.4e-58
8879	IPR006025	Peptidase M, neutral zinc metallopeptidases, zinc-binding site	ScanRegExp	PS00142	ZINC_PROTEASE	1	2,	11,	NA
8882	IPR013096	Cupin 2, conserved barrel	HMMPfam	PF07883	Cupin_2	1	94,	164,	1.8e-06
8882	IPR011051	Cupin, RmlC-type	superfamily	SSF51182	RmlC-like cupins	1	63,	186,	8.2e-15
8885	IPR003663	Sugar transporter	FPrintScan	PR00171	SUGRTRNSPORT	5	30,126,297,386,409,	40,145,307,407,421,	9e-28,9e-28,9e-28,9e-28,9e-28
8885	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar_tr	1	22,	484,	2.6e-133
8885	IPR003663	Sugar transporter	HMMTigr	TIGR00879	SP: MFS transporter, sugar porter (SP) famil	1	1,	480,	5.5e-106
8885	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	22,	473,	43.492
8885	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00216	SUGAR_TRANSPORT_1	1	339,	356,	8e-5
8885	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00217	SUGAR_TRANSPORT_2	1	131,	156,	8e-5
8885	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	24,	481,	2.6e-53
8886	IPR013658	SMP-30/Gluconolaconase/LRE-like region	HMMPfam	PF08450	SGL	1	59,	363,	0.00027
8887	IPR002345	Lipocalin	ScanRegExp	PS00213	LIPOCALIN	1	103,	115,	NA
8888	IPR000246	Peptidase T2, asparaginase 2	HMMPfam	PF01112	Asparaginase_2	1	15,	381,	2.3e-21
8889	IPR003397	Mitochondrial import inner membrane translocase, subunit Tim17/22	HMMPfam	PF02466	Tim17	1	1,	131,	2.6e-51
8890	IPR001680	WD40 repeat	FPrintScan	PR00320	GPROTEINBRPT	3	41,228,382,	55,242,396,	0.00045,0.00045,0.00045
8890	IPR001680	WD40 repeat	HMMPfam	PF00400	WD40	4	27,58,195,355,	54,96,241,395,	0.0049,0.00023,0.00022,4.6e-06
8890	IPR002933	Peptidase M20	HMMPfam	PF01546	Peptidase_M20	1	486,	592,	2.8e-22
8890	IPR011650	Peptidase M20, dimerisation	HMMPfam	PF07687	M20_dimer	1	598,	753,	1.7e-07
8890	IPR017149	Glutathione degradosome, DUG2	HMMPIR	PIRSF037237	Metallopeptidase with WD repeats, DUG2 type	1	1,	912,	0
8890	IPR001680	WD40 repeat	HMMSmart	SM00320	no description	5	18,57,195,299,354,	54,96,241,336,395,	0.0084,0.002,0.56,16,0.00014
8890	IPR001680	WD40 repeat	ProfileScan	PS50082	WD_REPEATS_2	4	24,64,218,361,	63,95,243,404,	8.938,8.771,9.172,9.874
8890	IPR001680	WD40 repeat	ProfileScan	PS50294	WD_REPEATS_REGION	2	24,209,	105,404,	14.714,11.576
8890	IPR001261	ArgE/DapE/ACY1/CPG2/YscS, conserved site	ScanRegExp	PS00758	ARGE_DAPE_CPG2_1	1	485,	494,	NA
8890	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	1	15,	422,	3.1e-45
8891	IPR001841	Zinc finger, RING-type	ProfileScan	PS50089	ZF_RING_2	1	33,	106,	8.683
8892	IPR011058	Cyanovirin-N	HMMPfam	PF08881	CNVH	1	67,	174,	0.00047
8892	IPR011058	Cyanovirin-N	superfamily	SSF51322	Cyanovirin-N	1	59,	175,	7.6e-10
8893	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	1	626,	1954,	2.5e-10
8894	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	1	626,	1954,	2.5e-10
8896	IPR001283	Allergen V5/Tpx-1 related	BlastProDom	PD000542	Q7S5S9_NEUCR_Q7S5S9;	1	209,	276,	4e-39
8896	IPR001283	Allergen V5/Tpx-1 related	FPrintScan	PR00837	V5TPXLIKE	4	133,208,230,262,	151,221,246,275,	2.1e-11,2.1e-11,2.1e-11,2.1e-11
8896	IPR014044	SCP-like extracellular	HMMPfam	PF00188	SCP	1	118,	267,	1.6e-22
8896	IPR001283	Allergen V5/Tpx-1 related	HMMSmart	SM00198	no description	1	112,	275,	3.6e-18
8896	IPR001283	Allergen V5/Tpx-1 related	ScanRegExp	PS01009	CRISP_1	1	231,	241,	8e-5
8896	IPR014044	SCP-like extracellular	superfamily	SSF55797	PR-1-like	1	72,	277,	1.1e-30
8898	IPR013216	Methyltransferase type 11	HMMPfam	PF08241	Methyltransf_11	1	72,	175,	1.1e-23
8898	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	46,	213,	4.6e-39
8904	IPR002048	Calcium-binding EF-hand	ScanRegExp	PS00018	EF_HAND_1	1	163,	175,	NA
8904	IPR000637	HMG-I and HMG-Y, DNA-binding	ScanRegExp	PS00354	HMGI_Y	1	137,	148,	8e-5
8905	IPR000020	Anaphylatoxin/fibulin	ScanRegExp	PS01177	ANAPHYLATOXIN_1	1	84,	116,	NA
8906	IPR000403	Phosphatidylinositol 3- and 4-kinase, catalytic	HMMPfam	PF00454	PI3_PI4_kinase	1	2041,	2291,	4.8e-111
8906	IPR003151	PIK-related kinase, FAT	HMMPfam	PF02259	FAT	1	1377,	1769,	1.4e-170
8906	IPR003152	PIK-related kinase, FATC	HMMPfam	PF02260	FATC	1	2411,	2443,	3.5e-14
8906	IPR000357	HEAT	HMMPfam	PF02985	HEAT	4	490,657,698,1022,	526,693,735,1058,	0.77,0.0072,6.6e-05,0.0054
8906	IPR009076	FKBP12-rapamycin-associated protein, FKBP12-rapamycin-binding	HMMPfam	PF08771	Rapamycin_bind	1	1875,	1974,	3.3e-69
8906	IPR000403	Phosphatidylinositol 3- and 4-kinase, catalytic	HMMSmart	SM00146	no description	1	2043,	2341,	1.7e-107
8906	IPR000403	Phosphatidylinositol 3- and 4-kinase, catalytic	ProfileScan	PS50290	PI3_4_KINASE_3	1	2042,	2443,	59.926
8906	IPR014009	PIK-related kinase	ProfileScan	PS51189	FAT	1	1242,	1841,	61.151
8906	IPR003152	PIK-related kinase, FATC	ProfileScan	PS51190	FATC	1	2411,	2443,	16.818
